{Instant food products} -> {hamburger meat} (conf: 0.380, supp: 0.003, lift: 11.421, conv: 1.559)
{fruit/vegetable juice, whole milk} -> {other vegetables} (conf: 0.393, supp: 0.010, lift: 2.032, conv: 1.329)
{fruit/vegetable juice, other vegetables} -> {whole milk} (conf: 0.498, supp: 0.010, lift: 1.947, conv: 1.482)
{other vegetables, yogurt} -> {fruit/vegetable juice} (conf: 0.190, supp: 0.008, lift: 2.624, conv: 1.145)
{fruit/vegetable juice, yogurt} -> {other vegetables} (conf: 0.440, supp: 0.008, lift: 2.275, conv: 1.441)
{fruit/vegetable juice, other vegetables} -> {yogurt} (conf: 0.391, supp: 0.008, lift: 2.805, conv: 1.414)
{pastry, pip fruit} -> {fruit/vegetable juice} (conf: 0.162, supp: 0.002, lift: 2.240, conv: 1.107)
{fruit/vegetable juice, pip fruit} -> {pastry} (conf: 0.181, supp: 0.002, lift: 2.033, conv: 1.112)
{fruit/vegetable juice, pastry} -> {pip fruit} (conf: 0.202, supp: 0.002, lift: 2.675, conv: 1.159)
{pastry, rolls/buns} -> {fruit/vegetable juice} (conf: 0.117, supp: 0.002, lift: 1.612, conv: 1.050)
{fruit/vegetable juice, rolls/buns} -> {pastry} (conf: 0.168, supp: 0.002, lift: 1.886, conv: 1.095)
{fruit/vegetable juice, pastry} -> {rolls/buns} (conf: 0.286, supp: 0.002, lift: 1.553, conv: 1.142)
{pastry, soda} -> {fruit/vegetable juice} (conf: 0.111, supp: 0.002, lift: 1.537, conv: 1.044)
{fruit/vegetable juice, soda} -> {pastry} (conf: 0.127, supp: 0.002, lift: 1.428, conv: 1.044)
{fruit/vegetable juice, pastry} -> {soda} (conf: 0.274, supp: 0.002, lift: 1.570, conv: 1.137)
{pastry, tropical fruit} -> {fruit/vegetable juice} (conf: 0.146, supp: 0.002, lift: 2.022, conv: 1.087)
{fruit/vegetable juice, tropical fruit} -> {pastry} (conf: 0.141, supp: 0.002, lift: 1.582, conv: 1.060)
{fruit/vegetable juice, pastry} -> {tropical fruit} (conf: 0.226, supp: 0.002, lift: 2.156, conv: 1.157)
{pastry, whole milk} -> {fruit/vegetable juice} (conf: 0.128, supp: 0.004, lift: 1.777, conv: 1.064)
{fruit/vegetable juice, whole milk} -> {pastry} (conf: 0.160, supp: 0.004, lift: 1.802, conv: 1.085)
{fruit/vegetable juice, pastry} -> {whole milk} (conf: 0.500, supp: 0.004, lift: 1.957, conv: 1.489)
{pastry, yogurt} -> {fruit/vegetable juice} (conf: 0.184, supp: 0.003, lift: 2.544, conv: 1.137)
{fruit/vegetable juice, yogurt} -> {pastry} (conf: 0.174, supp: 0.003, lift: 1.955, conv: 1.103)
{fruit/vegetable juice, pastry} -> {yogurt} (conf: 0.381, supp: 0.003, lift: 2.731, conv: 1.390)
{pip fruit, root vegetables} -> {fruit/vegetable juice} (conf: 0.170, supp: 0.003, lift: 2.351, conv: 1.118)
{fruit/vegetable juice, root vegetables} -> {pip fruit} (conf: 0.220, supp: 0.003, lift: 2.913, conv: 1.186)
{fruit/vegetable juice, pip fruit} -> {root vegetables} (conf: 0.277, supp: 0.003, lift: 2.538, conv: 1.232)
{pip fruit, sausage} -> {fruit/vegetable juice} (conf: 0.160, supp: 0.002, lift: 2.218, conv: 1.105)
{fruit/vegetable juice, sausage} -> {pip fruit} (conf: 0.172, supp: 0.002, lift: 2.270, conv: 1.116)
{fruit/vegetable juice, pip fruit} -> {sausage} (conf: 0.181, supp: 0.002, lift: 1.925, conv: 1.106)
{pip fruit, soda} -> {fruit/vegetable juice} (conf: 0.191, supp: 0.003, lift: 2.640, conv: 1.147)
{fruit/vegetable juice, soda} -> {pip fruit} (conf: 0.138, supp: 0.003, lift: 1.826, conv: 1.072)
{fruit/vegetable juice, pip fruit} -> {soda} (conf: 0.266, supp: 0.003, lift: 1.525, conv: 1.125)
{pip fruit, tropical fruit} -> {fruit/vegetable juice} (conf: 0.154, supp: 0.003, lift: 2.133, conv: 1.097)
{fruit/vegetable juice, tropical fruit} -> {pip fruit} (conf: 0.230, supp: 0.003, lift: 3.035, conv: 1.200)
{fruit/vegetable juice, pip fruit} -> {tropical fruit} (conf: 0.330, supp: 0.003, lift: 3.143, conv: 1.335)
{pip fruit, whipped/sour cream} -> {fruit/vegetable juice} (conf: 0.198, supp: 0.002, lift: 2.736, conv: 1.156)
{fruit/vegetable juice, whipped/sour cream} -> {pip fruit} (conf: 0.202, supp: 0.002, lift: 2.674, conv: 1.159)
{fruit/vegetable juice, pip fruit} -> {whipped/sour cream} (conf: 0.191, supp: 0.002, lift: 2.671, conv: 1.148)
{pip fruit, white bread} -> {fruit/vegetable juice} (conf: 0.277, supp: 0.002, lift: 3.831, conv: 1.283)
{fruit/vegetable juice, white bread} -> {pip fruit} (conf: 0.247, supp: 0.002, lift: 3.260, conv: 1.227)
{fruit/vegetable juice, pip fruit} -> {white bread} (conf: 0.191, supp: 0.002, lift: 4.549, conv: 1.185)
{pip fruit, whole milk} -> {fruit/vegetable juice} (conf: 0.159, supp: 0.005, lift: 2.196, conv: 1.103)
{fruit/vegetable juice, whole milk} -> {pip fruit} (conf: 0.179, supp: 0.005, lift: 2.371, conv: 1.126)
{fruit/vegetable juice, pip fruit} -> {whole milk} (conf: 0.500, supp: 0.005, lift: 1.957, conv: 1.489)
{pip fruit, yogurt} -> {fruit/vegetable juice} (conf: 0.198, supp: 0.004, lift: 2.735, conv: 1.156)
{fruit/vegetable juice, yogurt} -> {pip fruit} (conf: 0.190, supp: 0.004, lift: 2.515, conv: 1.141)
{fruit/vegetable juice, pip fruit} -> {yogurt} (conf: 0.372, supp: 0.004, lift: 2.669, conv: 1.371)
{pork, root vegetables} -> {fruit/vegetable juice} (conf: 0.149, supp: 0.002, lift: 2.065, conv: 1.090)
{fruit/vegetable juice, root vegetables} -> {pork} (conf: 0.169, supp: 0.002, lift: 2.940, conv: 1.135)
{fruit/vegetable juice, pork} -> {root vegetables} (conf: 0.417, supp: 0.002, lift: 3.823, conv: 1.527)
{pork, whole milk} -> {fruit/vegetable juice} (conf: 0.119, supp: 0.003, lift: 1.650, conv: 1.053)
{fruit/vegetable juice, pork} -> {whole milk} (conf: 0.542, supp: 0.003, lift: 2.120, conv: 1.624)
{pork, yogurt} -> {fruit/vegetable juice} (conf: 0.191, supp: 0.002, lift: 2.649, conv: 1.147)
{fruit/vegetable juice, pork} -> {yogurt} (conf: 0.375, supp: 0.002, lift: 2.688, conv: 1.377)
{processed cheese, whole milk} -> {fruit/vegetable juice} (conf: 0.275, supp: 0.002, lift: 3.809, conv: 1.280)
{fruit/vegetable juice, processed cheese} -> {whole milk} (conf: 0.655, supp: 0.002, lift: 2.564, conv: 2.159)
{rolls/buns, root vegetables} -> {fruit/vegetable juice} (conf: 0.105, supp: 0.003, lift: 1.447, conv: 1.036)
{fruit/vegetable juice, root vegetables} -> {rolls/buns} (conf: 0.212, supp: 0.003, lift: 1.152, conv: 1.035)
{fruit/vegetable juice, rolls/buns} -> {root vegetables} (conf: 0.175, supp: 0.003, lift: 1.604, conv: 1.080)
{fruit/vegetable juice, sausage} -> {rolls/buns} (conf: 0.263, supp: 0.003, lift: 1.428, conv: 1.107)
{fruit/vegetable juice, rolls/buns} -> {sausage} (conf: 0.182, supp: 0.003, lift: 1.935, conv: 1.107)
{rolls/buns, soda} -> {fruit/vegetable juice} (conf: 0.103, supp: 0.004, lift: 1.431, conv: 1.035)
{fruit/vegetable juice, soda} -> {rolls/buns} (conf: 0.215, supp: 0.004, lift: 1.171, conv: 1.040)
{fruit/vegetable juice, rolls/buns} -> {soda} (conf: 0.273, supp: 0.004, lift: 1.564, conv: 1.135)
{rolls/buns, tropical fruit} -> {fruit/vegetable juice} (conf: 0.120, supp: 0.003, lift: 1.658, conv: 1.054)
{fruit/vegetable juice, tropical fruit} -> {rolls/buns} (conf: 0.215, supp: 0.003, lift: 1.168, conv: 1.039)
{fruit/vegetable juice, rolls/buns} -> {tropical fruit} (conf: 0.203, supp: 0.003, lift: 1.933, conv: 1.123)
{fruit/vegetable juice, whole milk} -> {rolls/buns} (conf: 0.210, supp: 0.006, lift: 1.141, conv: 1.033)
{fruit/vegetable juice, rolls/buns} -> {whole milk} (conf: 0.385, supp: 0.006, lift: 1.505, conv: 1.210)
{rolls/buns, yogurt} -> {fruit/vegetable juice} (conf: 0.109, supp: 0.004, lift: 1.514, conv: 1.042)
{fruit/vegetable juice, yogurt} -> {rolls/buns} (conf: 0.201, supp: 0.004, lift: 1.093, conv: 1.021)
{fruit/vegetable juice, rolls/buns} -> {yogurt} (conf: 0.259, supp: 0.004, lift: 1.855, conv: 1.161)
{root vegetables, sausage} -> {fruit/vegetable juice} (conf: 0.143, supp: 0.002, lift: 1.976, conv: 1.082)
{fruit/vegetable juice, sausage} -> {root vegetables} (conf: 0.212, supp: 0.002, lift: 1.946, conv: 1.131)
{fruit/vegetable juice, root vegetables} -> {sausage} (conf: 0.178, supp: 0.002, lift: 1.894, conv: 1.102)
{root vegetables, shopping bags} -> {fruit/vegetable juice} (conf: 0.151, supp: 0.002, lift: 2.086, conv: 1.092)
{fruit/vegetable juice, shopping bags} -> {root vegetables} (conf: 0.181, supp: 0.002, lift: 1.660, conv: 1.088)
{fruit/vegetable juice, root vegetables} -> {shopping bags} (conf: 0.161, supp: 0.002, lift: 1.634, conv: 1.074)
{root vegetables, soda} -> {fruit/vegetable juice} (conf: 0.180, supp: 0.003, lift: 2.494, conv: 1.132)
{fruit/vegetable juice, soda} -> {root vegetables} (conf: 0.182, supp: 0.003, lift: 1.673, conv: 1.090)
{fruit/vegetable juice, root vegetables} -> {soda} (conf: 0.280, supp: 0.003, lift: 1.604, conv: 1.146)
{root vegetables, tropical fruit} -> {fruit/vegetable juice} (conf: 0.155, supp: 0.003, lift: 2.138, conv: 1.097)
{fruit/vegetable juice, tropical fruit} -> {root vegetables} (conf: 0.237, supp: 0.003, lift: 2.175, conv: 1.168)
{fruit/vegetable juice, root vegetables} -> {tropical fruit} (conf: 0.271, supp: 0.003, lift: 2.584, conv: 1.228)
{root vegetables, whipped/sour cream} -> {fruit/vegetable juice} (conf: 0.167, supp: 0.003, lift: 2.305, conv: 1.113)
{fruit/vegetable juice, whipped/sour cream} -> {root vegetables} (conf: 0.315, supp: 0.003, lift: 2.886, conv: 1.300)
{fruit/vegetable juice, root vegetables} -> {whipped/sour cream} (conf: 0.237, supp: 0.003, lift: 3.310, conv: 1.217)
{root vegetables, whole milk} -> {fruit/vegetable juice} (conf: 0.133, supp: 0.007, lift: 1.841, conv: 1.070)
{fruit/vegetable juice, whole milk} -> {root vegetables} (conf: 0.244, supp: 0.007, lift: 2.241, conv: 1.179)
{fruit/vegetable juice, root vegetables} -> {whole milk} (conf: 0.542, supp: 0.007, lift: 2.123, conv: 1.627)
{root vegetables, yogurt} -> {fruit/vegetable juice} (conf: 0.134, supp: 0.003, lift: 1.852, conv: 1.071)
{fruit/vegetable juice, yogurt} -> {root vegetables} (conf: 0.185, supp: 0.003, lift: 1.695, conv: 1.093)
{fruit/vegetable juice, root vegetables} -> {yogurt} (conf: 0.288, supp: 0.003, lift: 2.065, conv: 1.209)
{salty snack, soda} -> {fruit/vegetable juice} (conf: 0.239, supp: 0.002, lift: 3.308, conv: 1.219)
{fruit/vegetable juice, soda} -> {salty snack} (conf: 0.122, supp: 0.002, lift: 3.213, conv: 1.095)
{fruit/vegetable juice, salty snack} -> {soda} (conf: 0.373, supp: 0.002, lift: 2.138, conv: 1.317)
{salty snack, whipped/sour cream} -> {fruit/vegetable juice} (conf: 0.333, supp: 0.002, lift: 4.611, conv: 1.392)
{fruit/vegetable juice, whipped/sour cream} -> {salty snack} (conf: 0.191, supp: 0.002, lift: 5.050, conv: 1.189)
{fruit/vegetable juice, salty snack} -> {whipped/sour cream} (conf: 0.288, supp: 0.002, lift: 4.020, conv: 1.304)
{salty snack, whole milk} -> {fruit/vegetable juice} (conf: 0.218, supp: 0.002, lift: 3.018, conv: 1.187)
{fruit/vegetable juice, salty snack} -> {whole milk} (conf: 0.407, supp: 0.002, lift: 1.592, conv: 1.255)
{salty snack, yogurt} -> {fruit/vegetable juice} (conf: 0.361, supp: 0.002, lift: 4.989, conv: 1.451)
{fruit/vegetable juice, yogurt} -> {salty snack} (conf: 0.120, supp: 0.002, lift: 3.161, conv: 1.093)
{fruit/vegetable juice, salty snack} -> {yogurt} (conf: 0.373, supp: 0.002, lift: 2.673, conv: 1.372)
{sausage, soda} -> {fruit/vegetable juice} (conf: 0.121, supp: 0.003, lift: 1.678, conv: 1.056)
{fruit/vegetable juice, soda} -> {sausage} (conf: 0.160, supp: 0.003, lift: 1.705, conv: 1.079)
{fruit/vegetable juice, sausage} -> {soda} (conf: 0.293, supp: 0.003, lift: 1.680, conv: 1.168)
{sausage, tropical fruit} -> {fruit/vegetable juice} (conf: 0.139, supp: 0.002, lift: 1.918, conv: 1.077)
{fruit/vegetable juice, tropical fruit} -> {sausage} (conf: 0.141, supp: 0.002, lift: 1.498, conv: 1.054)
{fruit/vegetable juice, sausage} -> {tropical fruit} (conf: 0.192, supp: 0.002, lift: 1.829, conv: 1.108)
{sausage, whole milk} -> {fruit/vegetable juice} (conf: 0.163, supp: 0.005, lift: 2.258, conv: 1.109)
{fruit/vegetable juice, whole milk} -> {sausage} (conf: 0.183, supp: 0.005, lift: 1.950, conv: 1.109)
{fruit/vegetable juice, sausage} -> {whole milk} (conf: 0.485, supp: 0.005, lift: 1.898, conv: 1.445)
{sausage, yogurt} -> {fruit/vegetable juice} (conf: 0.145, supp: 0.003, lift: 2.007, conv: 1.085)
{fruit/vegetable juice, yogurt} -> {sausage} (conf: 0.152, supp: 0.003, lift: 1.620, conv: 1.069)
{fruit/vegetable juice, sausage} -> {yogurt} (conf: 0.283, supp: 0.003, lift: 2.027, conv: 1.200)
{shopping bags, soda} -> {fruit/vegetable juice} (conf: 0.145, supp: 0.004, lift: 2.001, conv: 1.085)
{fruit/vegetable juice, soda} -> {shopping bags} (conf: 0.193, supp: 0.004, lift: 1.963, conv: 1.118)
{fruit/vegetable juice, shopping bags} -> {soda} (conf: 0.333, supp: 0.004, lift: 1.912, conv: 1.238)
{shopping bags, tropical fruit} -> {fruit/vegetable juice} (conf: 0.135, supp: 0.002, lift: 1.872, conv: 1.073)
{fruit/vegetable juice, tropical fruit} -> {shopping bags} (conf: 0.133, supp: 0.002, lift: 1.353, conv: 1.040)
{fruit/vegetable juice, shopping bags} -> {tropical fruit} (conf: 0.171, supp: 0.002, lift: 1.634, conv: 1.080)
{shopping bags, whole milk} -> {fruit/vegetable juice} (conf: 0.154, supp: 0.004, lift: 2.124, conv: 1.096)
{fruit/vegetable juice, whole milk} -> {shopping bags} (conf: 0.141, supp: 0.004, lift: 1.433, conv: 1.050)
{fruit/vegetable juice, shopping bags} -> {whole milk} (conf: 0.352, supp: 0.004, lift: 1.379, conv: 1.150)
{shopping bags, yogurt} -> {fruit/vegetable juice} (conf: 0.200, supp: 0.003, lift: 2.767, conv: 1.160)
{fruit/vegetable juice, yogurt} -> {shopping bags} (conf: 0.163, supp: 0.003, lift: 1.655, conv: 1.077)
{fruit/vegetable juice, shopping bags} -> {yogurt} (conf: 0.286, supp: 0.003, lift: 2.048, conv: 1.205)
{sliced cheese, whole milk} -> {fruit/vegetable juice} (conf: 0.170, supp: 0.002, lift: 2.349, conv: 1.117)
{fruit/vegetable juice, sliced cheese} -> {whole milk} (conf: 0.439, supp: 0.002, lift: 1.718, conv: 1.327)
{sliced cheese, yogurt} -> {fruit/vegetable juice} (conf: 0.215, supp: 0.002, lift: 2.977, conv: 1.182)
{fruit/vegetable juice, sliced cheese} -> {yogurt} (conf: 0.415, supp: 0.002, lift: 2.972, conv: 1.470)
{soda, sugar} -> {fruit/vegetable juice} (conf: 0.236, supp: 0.002, lift: 3.266, conv: 1.214)
{fruit/vegetable juice, sugar} -> {soda} (conf: 0.362, supp: 0.002, lift: 2.074, conv: 1.293)
{soda, tropical fruit} -> {fruit/vegetable juice} (conf: 0.161, supp: 0.003, lift: 2.227, conv: 1.106)
{fruit/vegetable juice, tropical fruit} -> {soda} (conf: 0.244, supp: 0.003, lift: 1.402, conv: 1.093)
{fruit/vegetable juice, soda} -> {tropical fruit} (conf: 0.182, supp: 0.003, lift: 1.738, conv: 1.095)
{soda, whipped/sour cream} -> {fruit/vegetable juice} (conf: 0.211, supp: 0.002, lift: 2.912, conv: 1.175)
{fruit/vegetable juice, whipped/sour cream} -> {soda} (conf: 0.270, supp: 0.002, lift: 1.546, conv: 1.130)
{fruit/vegetable juice, soda} -> {whipped/sour cream} (conf: 0.133, supp: 0.002, lift: 1.850, conv: 1.070)
{soda, white bread} -> {fruit/vegetable juice} (conf: 0.267, supp: 0.003, lift: 3.698, conv: 1.266)
{fruit/vegetable juice, white bread} -> {soda} (conf: 0.370, supp: 0.003, lift: 2.121, conv: 1.310)
{fruit/vegetable juice, soda} -> {white bread} (conf: 0.149, supp: 0.003, lift: 3.544, conv: 1.126)
{soda, whole milk} -> {fruit/vegetable juice} (conf: 0.152, supp: 0.006, lift: 2.106, conv: 1.094)
{fruit/vegetable juice, whole milk} -> {soda} (conf: 0.229, supp: 0.006, lift: 1.313, conv: 1.071)
{fruit/vegetable juice, soda} -> {whole milk} (conf: 0.331, supp: 0.006, lift: 1.297, conv: 1.114)
{soda, yogurt} -> {fruit/vegetable juice} (conf: 0.186, supp: 0.005, lift: 2.571, conv: 1.140)
{fruit/vegetable juice, yogurt} -> {soda} (conf: 0.272, supp: 0.005, lift: 1.558, conv: 1.134)
{fruit/vegetable juice, soda} -> {yogurt} (conf: 0.276, supp: 0.005, lift: 1.980, conv: 1.189)
{soft cheese, whole milk} -> {fruit/vegetable juice} (conf: 0.230, supp: 0.002, lift: 3.178, conv: 1.204)
{fruit/vegetable juice, soft cheese} -> {whole milk} (conf: 0.630, supp: 0.002, lift: 2.464, conv: 2.010)
{soft cheese, yogurt} -> {fruit/vegetable juice} (conf: 0.305, supp: 0.002, lift: 4.220, conv: 1.335)
{fruit/vegetable juice, soft cheese} -> {yogurt} (conf: 0.667, supp: 0.002, lift: 4.779, conv: 2.581)
{sugar, whole milk} -> {fruit/vegetable juice} (conf: 0.149, supp: 0.002, lift: 2.056, conv: 1.090)
{fruit/vegetable juice, sugar} -> {whole milk} (conf: 0.468, supp: 0.002, lift: 1.832, conv: 1.400)
{sugar, yogurt} -> {fruit/vegetable juice} (conf: 0.250, supp: 0.002, lift: 3.458, conv: 1.237)
{fruit/vegetable juice, sugar} -> {yogurt} (conf: 0.362, supp: 0.002, lift: 2.593, conv: 1.348)
{tropical fruit, whipped/sour cream} -> {fruit/vegetable juice} (conf: 0.154, supp: 0.002, lift: 2.136, conv: 1.097)
{fruit/vegetable juice, whipped/sour cream} -> {tropical fruit} (conf: 0.236, supp: 0.002, lift: 2.249, conv: 1.171)
{fruit/vegetable juice, tropical fruit} -> {whipped/sour cream} (conf: 0.156, supp: 0.002, lift: 2.170, conv: 1.099)
{tropical fruit, white bread} -> {fruit/vegetable juice} (conf: 0.279, supp: 0.002, lift: 3.860, conv: 1.287)
{fruit/vegetable juice, white bread} -> {tropical fruit} (conf: 0.329, supp: 0.002, lift: 3.133, conv: 1.333)
{fruit/vegetable juice, tropical fruit} -> {white bread} (conf: 0.178, supp: 0.002, lift: 4.223, conv: 1.165)
{tropical fruit, whole milk} -> {fruit/vegetable juice} (conf: 0.142, supp: 0.006, lift: 1.962, conv: 1.081)
{fruit/vegetable juice, whole milk} -> {tropical fruit} (conf: 0.225, supp: 0.006, lift: 2.146, conv: 1.155)
{fruit/vegetable juice, tropical fruit} -> {whole milk} (conf: 0.437, supp: 0.006, lift: 1.710, conv: 1.322)
{tropical fruit, yogurt} -> {fruit/vegetable juice} (conf: 0.167, supp: 0.005, lift: 2.305, conv: 1.113)
{fruit/vegetable juice, yogurt} -> {tropical fruit} (conf: 0.261, supp: 0.005, lift: 2.486, conv: 1.211)
{fruit/vegetable juice, tropical fruit} -> {yogurt} (conf: 0.356, supp: 0.005, lift: 2.549, conv: 1.335)
{whipped/sour cream, whole milk} -> {fruit/vegetable juice} (conf: 0.139, supp: 0.004, lift: 1.920, conv: 1.077)
{fruit/vegetable juice, whole milk} -> {whipped/sour cream} (conf: 0.168, supp: 0.004, lift: 2.343, conv: 1.116)
{fruit/vegetable juice, whipped/sour cream} -> {whole milk} (conf: 0.494, supp: 0.004, lift: 1.935, conv: 1.472)
{whipped/sour cream, yogurt} -> {fruit/vegetable juice} (conf: 0.186, supp: 0.004, lift: 2.577, conv: 1.140)
{fruit/vegetable juice, yogurt} -> {whipped/sour cream} (conf: 0.207, supp: 0.004, lift: 2.881, conv: 1.170)
{fruit/vegetable juice, whipped/sour cream} -> {yogurt} (conf: 0.427, supp: 0.004, lift: 3.061, conv: 1.502)
{white bread, whole milk} -> {fruit/vegetable juice} (conf: 0.214, supp: 0.004, lift: 2.964, conv: 1.181)
{fruit/vegetable juice, whole milk} -> {white bread} (conf: 0.137, supp: 0.004, lift: 3.264, conv: 1.110)
{fruit/vegetable juice, white bread} -> {whole milk} (conf: 0.493, supp: 0.004, lift: 1.930, conv: 1.469)
{white bread, yogurt} -> {fruit/vegetable juice} (conf: 0.270, supp: 0.002, lift: 3.730, conv: 1.270)
{fruit/vegetable juice, yogurt} -> {white bread} (conf: 0.130, supp: 0.002, lift: 3.099, conv: 1.102)
{fruit/vegetable juice, white bread} -> {yogurt} (conf: 0.329, supp: 0.002, lift: 2.357, conv: 1.282)
{whole milk, yogurt} -> {fruit/vegetable juice} (conf: 0.169, supp: 0.009, lift: 2.335, conv: 1.116)
{fruit/vegetable juice, yogurt} -> {whole milk} (conf: 0.505, supp: 0.009, lift: 1.978, conv: 1.505)
{fruit/vegetable juice, whole milk} -> {yogurt} (conf: 0.355, supp: 0.009, lift: 2.544, conv: 1.334)
{grapes, pastry} -> {other vegetables} (conf: 0.526, supp: 0.002, lift: 2.720, conv: 1.703)
{grapes, other vegetables} -> {pastry} (conf: 0.225, supp: 0.002, lift: 2.526, conv: 1.175)
{grapes, pip fruit} -> {other vegetables} (conf: 0.514, supp: 0.002, lift: 2.654, conv: 1.658)
{grapes, other vegetables} -> {pip fruit} (conf: 0.213, supp: 0.002, lift: 2.822, conv: 1.175)
{grapes, rolls/buns} -> {other vegetables} (conf: 0.404, supp: 0.002, lift: 2.089, conv: 1.354)
{grapes, other vegetables} -> {rolls/buns} (conf: 0.213, supp: 0.002, lift: 1.161, conv: 1.038)
{grapes, root vegetables} -> {other vegetables} (conf: 0.614, supp: 0.003, lift: 3.171, conv: 2.087)
